PassengerID,DepartureDateID,AirportID,PilotID,FlightStatusID
232,154,230,232,3
233,175,231,233,1
234,176,232,234,2
235,123,233,235,2
236,147,234,236,2
237,177,235,237,3
238,16,236,238,2
239,150,237,239,1
240,166,238,240,3
241,178,239,241,1
242,19,240,242,1
243,179,241,243,2
244,163,242,244,1
245,34,243,245,3
246,180,244,246,2
247,181,245,247,3
248,182,246,248,2
249,183,247,249,1
250,184,248,250,2
251,185,249,251,1
252,186,250,252,3
253,187,251,253,2
254,77,252,254,1
255,28,253,255,2
256,29,254,256,2
257,113,255,257,3
258,188,256,258,2
259,189,257,259,3
260,78,258,260,3
261,190,259,261,1
262,156,260,262,1
263,191,261,263,1
264,192,262,264,2
265,40,263,265,1
266,54,264,266,3
267,193,265,267,1
268,188,266,268,1
269,194,267,269,2
270,195,176,270,1
271,84,268,271,2
272,53,269,272,2
273,28,270,273,1
274,196,271,274,1
275,104,73,275,2
276,21,273,276,2
277,63,274,277,3
278,197,275,278,1
279,163,276,279,3
280,186,277,280,2
281,157,184,281,2
282,70,278,282,2
283,31,279,283,1
284,164,280,284,3
285,189,281,285,1
286,192,282,286,1
287,198,283,287,1
288,199,284,288,2
289,200,285,289,2
290,201,286,290,1
291,187,287,291,1
292,119,149,292,1
293,10,288,293,3
294,202,289,294,2
295,179,290,295,3
296,188,291,296,3
297,201,292,297,3
298,162,293,298,3
299,171,294,299,2
300,203,295,300,2
301,123,296,301,1
302,152,297,302,1
303,110,298,303,3
304,204,299,304,2
305,104,300,305,1
306,205,301,306,2
307,87,302,307,2
308,44,303,308,1
309,190,304,309,1
310,206,305,310,2
311,181,306,311,1
312,207,307,312,2
313,22,308,313,3
314,208,309,314,3
315,42,310,315,2
316,209,311,316,2
317,111,312,317,3
318,210,313,318,2
319,15,314,319,1
320,129,315,320,1
321,45,316,321,2
322,102,317,322,2
323,35,318,323,2
324,211,319,324,2
325,108,320,325,2
326,163,321,326,2
327,187,322,327,2
328,205,323,328,2
329,79,324,329,1
330,4,325,330,1
331,151,326,331,2
332,12,327,332,2
333,212,328,333,1
334,213,329,334,3
335,101,330,335,3
336,214,331,336,1
337,215,332,337,2
338,216,333,338,2
339,91,334,339,3
340,217,335,340,1
341,218,336,341,3
342,36,337,342,1
343,43,338,343,1
344,79,339,344,3
345,118,340,345,3
346,80,341,346,3
347,219,342,347,1
348,65,343,348,3
349,220,344,349,2
350,152,345,350,3
351,103,346,351,1
352,221,347,352,1
353,85,261,353,3
354,83,348,354,2
355,222,349,355,3
356,223,350,356,1
357,24,351,357,2
358,224,352,358,3
359,69,353,359,2
360,225,354,360,1
361,226,355,361,3
362,176,356,362,3
363,134,357,363,1
364,202,358,364,1
365,213,359,365,1
366,227,360,366,1
367,68,361,367,1
368,228,362,368,1
369,229,363,369,3
370,230,364,370,3
371,231,365,371,2
372,232,366,372,1
373,233,367,373,2
374,88,368,374,3
375,60,369,375,1
376,42,370,376,3
377,129,371,377,3
378,234,372,378,1
379,26,373,379,3
380,7,374,380,3
381,235,375,381,3
382,236,376,382,2
383,165,377,383,3
384,237,378,384,3
385,76,379,385,2
386,102,380,386,1
387,53,381,387,3
388,29,382,388,2
389,105,383,389,2
390,238,384,390,2
391,239,385,391,3
392,192,386,392,2
393,196,387,393,3
394,42,388,394,3
395,90,389,395,1
396,30,390,396,2
397,240,391,397,1
398,24,392,398,2
399,241,393,399,1
400,242,394,400,1
401,197,395,401,3
402,107,396,402,2
403,243,397,403,1
404,244,139,404,1
405,155,398,405,2
406,245,399,406,3
407,124,400,407,1
408,105,401,408,3
409,232,402,409,1
410,44,403,410,2
411,195,404,411,1
412,246,405,412,2
413,247,406,413,1
414,99,407,414,1
415,248,408,415,1
416,249,409,416,2
417,65,410,417,1
418,97,411,418,3
419,141,412,419,2
420,40,413,420,1
421,160,414,421,3
422,243,415,422,2
423,88,416,423,1
424,250,417,424,3
425,149,418,425,1
426,240,419,426,3
427,7,420,427,3
428,112,421,428,3
429,99,422,429,1
430,95,423,430,1
431,251,424,431,3
432,4,425,432,1
433,59,426,433,3
434,252,427,434,3
435,242,428,435,1
436,253,429,436,1
437,21,430,437,3
438,254,431,438,1
439,255,432,439,3
440,91,433,440,1
441,57,434,441,2
442,256,435,442,2
443,257,47,443,3
444,258,436,444,3
445,108,437,445,1
446,28,438,446,3
447,108,439,447,1
448,259,440,448,3
449,235,441,449,2
450,229,442,450,2
451,260,443,451,2
452,77,444,452,1
453,27,445,453,3
454,246,389,454,2
455,261,446,455,2
456,33,447,456,2
457,77,448,457,1
458,25,449,458,2
459,91,450,459,1
460,82,451,460,1
461,102,452,461,2
462,4,453,462,3
463,262,454,463,2
464,180,455,464,2
465,133,456,465,3
466,263,457,466,2
467,86,458,467,1
468,189,459,468,1
469,82,460,469,3
470,227,461,470,3
471,264,462,471,3
472,265,463,472,1
473,118,464,473,2
474,266,465,474,1
475,33,466,475,1
476,236,467,476,2
477,267,468,477,1
478,268,469,478,3
479,269,470,479,3
480,270,471,480,1
481,2,472,481,3
482,59,473,482,2
483,22,474,483,2
484,175,475,484,3
485,201,476,485,2
486,237,477,486,1
487,44,478,487,1
488,186,479,488,1
489,243,480,489,1
490,4,481,490,2
491,271,482,491,2
492,38,483,492,3
493,251,484,493,3
494,4,485,494,1
495,101,486,495,2
496,69,487,496,2
497,149,488,497,2
498,134,489,498,1
499,272,490,499,1
500,273,491,500,1
501,71,492,501,1
502,136,493,502,3
503,122,494,503,1
504,274,382,504,1
505,196,495,505,2
506,275,496,506,1
507,37,497,507,2
508,238,498,508,1
509,276,499,509,2
510,264,500,510,2
511,83,501,511,3
512,168,502,512,3
513,277,503,513,3
514,278,504,514,1
515,72,505,515,2
516,279,506,516,2
517,138,507,517,1
518,280,103,518,1
519,54,119,519,3
520,178,508,520,2
521,281,509,521,1
522,259,510,522,1
523,38,511,523,1
524,88,512,524,1
525,282,513,525,3
526,283,514,526,2
527,212,515,527,1
528,85,516,528,1
529,224,517,529,3
530,117,518,530,1
531,284,519,531,3
532,285,520,532,2
533,222,521,533,3
534,107,522,534,1
535,245,523,535,3
536,45,524,536,2
537,286,525,537,3
538,35,526,538,3
539,124,527,539,2
540,287,528,540,1
541,288,529,541,2
542,187,530,542,2
543,122,531,543,1
544,289,532,544,3
545,163,533,545,3
546,89,534,546,2
547,290,535,547,2
548,277,536,548,1
549,291,537,549,2
550,119,538,550,2
551,221,539,551,2
552,191,540,552,3
553,27,541,553,2
554,292,542,554,3
555,179,543,555,2
556,15,544,556,1
557,293,545,557,2
558,114,180,558,1
559,103,546,559,1
560,289,547,560,3
561,242,548,561,2
562,50,549,562,1
563,130,550,563,2
564,165,551,564,2
565,107,552,565,2
566,113,553,566,1
567,294,554,567,1
568,269,555,568,2
569,183,556,569,1
570,181,557,570,3
571,104,558,571,2
572,295,559,572,1
573,14,560,573,1
574,75,561,574,2
575,137,562,575,2
576,294,563,576,1
577,146,564,577,1
578,41,565,578,2
579,17,566,579,2
580,166,567,580,2
581,296,568,581,1
582,186,569,582,1
583,230,570,583,3
584,219,571,584,1
585,240,572,585,1
586,297,573,586,2
587,290,574,587,2
588,97,575,588,2
589,298,576,589,2
590,299,577,590,2
591,300,578,591,3
592,78,579,592,3
593,112,580,593,3
594,255,356,594,3
595,95,581,595,3
596,108,582,596,2
597,165,583,597,2
598,77,584,598,1
599,301,585,599,3
600,225,586,600,3
601,104,587,601,3
602,80,588,602,3
603,280,589,603,1
604,77,590,604,2
605,213,591,605,1
606,199,592,606,2
607,19,593,607,2
608,302,594,608,2
609,170,595,609,1
610,31,596,610,2
611,75,597,611,2
612,255,598,612,2
613,183,599,613,3
614,154,600,614,3
615,303,601,615,1
616,192,602,616,1
617,289,603,617,2
618,118,604,618,1
619,257,605,619,3
620,223,606,620,2
621,107,607,621,2
622,222,608,622,1
623,16,609,623,2
624,35,610,624,1
625,280,611,625,1
626,304,612,626,3
627,305,613,627,1
628,72,614,628,2
629,298,93,629,1
630,213,615,630,2
631,239,616,631,1
632,254,617,632,3
633,221,618,633,3
634,306,619,634,1
635,10,620,635,3
636,124,621,636,1
637,181,622,637,1
638,295,202,638,2
639,261,623,639,3
640,178,624,640,3
641,301,625,641,2
642,184,626,642,1
643,291,627,643,3
644,269,628,644,3
645,200,74,645,1
646,267,629,646,2
647,94,630,647,1
648,296,631,648,3
649,159,632,649,1
650,184,633,650,3
651,307,634,651,3
652,104,635,652,3
653,201,636,653,3
654,133,637,654,2
655,16,638,655,2
656,308,397,656,3
657,139,639,657,1
658,120,640,658,1
659,215,641,659,1
660,309,642,660,3
661,310,643,661,2
662,282,644,662,2
663,239,645,663,3
664,1,646,664,1
665,200,647,665,1
666,308,648,666,3
667,3,649,667,3
668,52,650,668,2
669,137,651,669,2
670,222,652,670,3
671,226,653,671,1
672,218,654,672,2
673,121,655,673,2
674,179,583,674,1
675,219,656,675,2
676,118,657,676,3
677,3,658,677,2
678,226,659,678,2
679,307,660,679,2
680,52,661,680,2
681,71,662,681,2
682,243,663,682,3
683,85,664,683,2
684,311,665,684,2
685,99,666,685,1
686,204,667,686,1
687,86,668,687,3
688,134,669,688,3
689,191,670,689,3
690,85,671,690,1
691,98,672,691,1
692,169,673,692,2
693,312,674,693,3
694,313,675,694,2
695,314,456,695,3
696,283,676,696,3
697,231,677,697,2
698,104,678,698,3
699,32,679,699,2
700,315,680,700,2
701,19,681,701,2
702,106,682,702,3
703,160,683,703,3
704,128,684,704,3
705,300,685,705,1
706,183,686,706,3
707,176,687,707,3
708,9,688,708,2
709,316,689,709,2
710,211,690,710,1
711,240,691,711,2
712,59,692,712,1
713,209,693,713,1
714,298,694,714,1
715,94,677,715,3
716,317,695,716,2
717,34,696,717,2
718,49,697,718,2
719,126,698,719,2
720,241,699,720,3
721,95,700,721,1
722,25,260,722,3
723,198,701,723,3
724,84,702,724,3
725,125,73,725,1
726,44,704,726,1
727,112,705,727,2
728,277,706,728,1
729,64,707,729,3
730,172,708,730,3
731,306,709,731,2
732,251,710,732,3
733,314,711,733,1
734,70,512,734,3
735,318,712,735,1
736,194,713,736,3
737,161,714,737,3
738,221,715,738,3
739,198,716,739,2
740,189,717,740,1
741,92,718,741,1
742,69,719,742,1
743,84,720,743,3
744,200,721,744,1
745,251,722,745,2
746,94,723,746,3
747,275,724,747,1
748,214,725,748,3
749,60,726,749,1
750,47,352,750,2
751,237,727,751,2
752,223,728,752,3
753,194,729,753,1
754,57,730,754,1
755,30,731,755,2
756,155,712,756,3
757,53,732,757,2
758,143,733,758,1
759,221,734,759,3
760,304,735,760,1
761,204,736,761,2
762,121,737,762,2
763,178,197,763,3
764,3,738,764,2
765,171,739,765,2
766,50,740,766,3
767,67,741,767,3
768,119,742,768,1
769,112,573,769,3
770,125,743,770,3
771,299,744,771,1
772,307,745,772,1
773,173,746,773,2
774,264,747,774,3
775,200,748,775,3
776,241,749,776,1
777,71,750,777,1
778,135,751,778,3
779,156,752,779,2
780,244,753,780,1
781,79,754,781,1
782,308,755,782,2
783,214,756,783,3
784,319,757,784,3
785,88,758,785,1
786,8,759,786,3
787,254,760,787,3
788,207,761,788,3
789,59,762,789,1
790,16,763,790,1
791,188,764,791,3
792,41,544,792,2
793,63,765,793,3
794,320,766,794,3
795,143,767,795,3
796,78,768,796,2
797,2,769,797,1
798,293,770,798,3
799,145,771,799,3
800,321,258,800,1
801,322,772,801,2
802,43,773,802,1
803,298,774,803,3
804,239,775,804,3
805,206,776,805,2
806,18,777,806,2
807,21,778,807,2
808,142,779,808,3
809,38,67,809,2
810,193,511,810,2
811,77,780,811,2
812,185,781,812,3
813,141,782,813,3
814,139,783,814,1
815,88,784,815,1
816,274,785,816,2
817,286,786,817,2
818,21,787,818,2
819,114,788,819,2
820,39,789,820,3
821,95,790,821,1
822,127,791,822,3
823,10,533,823,1
824,255,792,824,1
825,34,793,825,1
826,309,794,826,2
827,323,795,827,3
828,94,796,828,1
829,199,797,829,3
830,163,798,830,1
831,244,799,831,2
832,194,800,832,2
833,85,801,833,2
834,230,802,834,1
835,37,803,835,2
836,179,804,836,3
837,83,805,837,3
838,138,806,838,1
839,134,807,839,3
840,140,808,840,2
841,26,809,841,3
842,324,810,842,1
843,274,811,843,2
844,283,812,844,2
845,159,813,845,2
846,50,814,846,1
847,42,815,847,1
848,12,816,848,3
849,294,817,849,3
850,312,818,850,2
851,299,819,851,2
852,143,820,852,3
853,82,693,853,1
854,301,73,854,2
855,111,822,855,3
856,324,823,856,2
857,13,824,857,1
858,31,825,858,3
859,294,826,859,3
860,142,827,860,3
861,298,483,861,2
862,62,828,862,3
863,34,829,863,3
864,212,236,864,3
865,180,830,865,1
866,65,831,866,2
867,57,832,867,1
868,54,833,868,1
869,264,793,869,2
870,325,834,870,1
871,326,835,871,3
872,133,836,872,2
873,327,837,873,3
874,53,603,874,1
875,143,838,875,3
876,222,365,876,1
877,309,839,877,1
878,114,840,878,1
879,46,841,879,1
880,114,842,880,3
881,328,843,881,2
882,42,844,882,3
883,42,845,883,1
884,191,846,884,3
885,310,847,885,1
886,329,848,886,1
887,39,849,887,2
888,214,850,888,3
889,103,628,889,3
890,330,851,890,1
891,212,852,891,1
892,331,853,892,3
893,332,854,893,2
894,149,855,894,2
895,94,856,895,1
896,98,857,896,2
897,289,858,897,1
898,113,859,898,2
899,297,860,899,1
900,176,861,900,2
901,197,862,901,2
902,168,863,902,2
903,41,864,903,3
904,293,73,904,2
905,10,524,905,3
906,174,866,906,2
907,136,867,907,2
908,269,868,908,3
909,281,869,909,3
910,12,870,910,3
911,117,871,911,1
912,151,872,912,1
913,292,873,913,3
914,6,874,914,2
915,210,875,915,2
916,102,876,916,3
917,139,877,917,2
918,63,878,918,3
919,277,879,919,1
920,221,880,920,3
921,333,881,921,3
922,227,73,922,3
923,220,883,923,2
924,167,884,924,1
925,98,885,925,1
926,198,886,926,2
927,204,887,927,1
928,84,888,928,2
929,154,889,929,1
930,21,890,930,2
931,305,891,931,1
932,44,892,932,1
933,160,893,933,1
934,77,475,934,1
935,229,894,935,2
936,307,73,936,1
937,212,554,937,1
938,322,896,938,1
939,217,897,939,3
940,238,42,940,1
941,38,898,941,1
942,277,899,942,1
943,131,900,943,3
944,298,253,944,3
945,149,901,945,3
946,241,408,946,2
947,208,902,947,1
948,38,903,948,3
949,192,904,949,2
950,308,905,950,1
951,334,906,951,1
952,35,907,952,1
953,48,908,953,1
954,116,909,954,2
955,161,498,955,2
956,292,910,956,1
957,190,911,957,2
958,14,912,958,3
959,335,913,959,3
960,29,914,960,1
961,258,915,961,2
962,87,916,962,1
963,277,917,963,1
964,7,918,964,1
965,294,919,965,3
966,195,920,966,2
967,257,921,967,3
968,139,922,968,3
969,336,923,969,3
970,157,924,970,3
971,229,925,971,1
972,95,926,972,3
973,317,927,973,3
974,115,928,974,2
975,89,929,975,2
976,95,930,976,1
977,64,931,977,1
978,97,932,978,3
979,82,933,979,3
980,219,934,980,1
981,312,100,981,3
982,143,935,982,3
983,142,936,983,1
984,309,937,984,3
985,111,938,985,2
986,28,939,986,1
987,275,940,987,3
988,337,73,988,2
989,6,942,989,1
990,142,943,990,3
991,66,944,991,2
992,142,945,992,2
993,95,946,993,3
994,186,947,994,3
995,288,948,995,1
996,140,949,996,3
997,240,950,997,1
998,241,767,998,1
999,131,951,999,3
1000,338,952,1000,3
1001,175,953,1001,3
1002,173,954,1002,3
1003,131,955,1003,2
1004,159,956,1004,2
1005,328,957,1005,3
1006,208,958,1006,2
1007,237,267,1007,1
1008,200,959,1008,3
1009,66,60,1009,1
1010,171,960,1010,1
1011,21,961,1011,1
1012,10,962,1012,2
1013,175,963,1013,2
1014,144,964,1014,3
1015,254,965,1015,3
1016,230,966,1016,3
1017,55,967,1017,3
1018,170,968,1018,2
1019,222,969,1019,3
1020,124,970,1020,3
1021,4,971,1021,1
1022,225,972,1022,1
1023,139,973,1023,2
1024,243,974,1024,1
1025,269,975,1025,1
1026,324,976,1026,3
1027,2,977,1027,2
1028,79,978,1028,2
1029,135,979,1029,2
1030,172,307,1030,3
1031,300,980,1031,2
1032,222,981,1032,2
1033,339,982,1033,2
1034,337,983,1034,2
1035,22,984,1035,2
1036,34,985,1036,3
1037,18,986,1037,3
1038,304,987,1038,2
1039,274,988,1039,3
1040,31,989,1040,2
1041,128,990,1041,2
1042,69,991,1042,1
1043,51,992,1043,1
1044,278,993,1044,3
1045,220,994,1045,1
1046,20,995,1046,1
1047,310,996,1047,3
1048,123,997,1048,2
1049,340,998,1049,2
1050,89,999,1050,1
1051,300,1000,1051,3
1052,58,1001,1052,2
1053,197,1002,1053,1
1054,159,1003,1054,3
1055,122,1004,1055,3
1056,222,1005,1056,1
1057,109,1006,1057,3
1058,292,1007,1058,3
1059,101,1008,1059,3
1060,170,1009,1060,3
1061,234,1010,1061,1
1062,26,1011,1062,1
1063,183,1012,1063,3
1064,160,710,1064,1
1065,269,1013,1065,1
1066,277,1014,1066,3
1067,118,1015,1067,1
1068,11,258,1068,1
1069,165,1016,1069,3
1070,78,1017,1070,2
1071,280,1018,1071,1
1072,35,1019,1072,1
1073,144,1020,1073,2
1074,272,1021,1074,3
1075,31,1022,1075,2
1076,162,1023,1076,1
1077,132,1024,1077,2
1078,282,1025,1078,1
1079,4,1026,1079,3
1080,227,1027,1080,3
1081,330,1028,1081,3
1082,134,1029,1082,3
1083,98,1030,1083,3
1084,221,1031,1084,1
1085,316,1032,1085,3
1086,294,1033,1086,3
1087,288,1034,1087,2
1088,125,584,1088,2
1089,155,1035,1089,2
1090,100,1036,1090,3
1091,341,1037,1091,1
1092,271,1038,1092,1
1093,172,1039,1093,1
1094,171,1040,1094,2
1095,107,1041,1095,2
1096,331,1042,1096,2
1097,123,1043,1097,1
1098,242,1044,1098,2
1099,284,1045,1099,2
1100,6,1046,1100,2
1101,49,1047,1101,2
1102,274,1048,1102,2
1103,281,1049,1103,1
1104,342,1050,1104,3
1105,158,441,1105,3
1106,232,1051,1106,2
1107,84,1052,1107,1
1108,106,368,1108,1
1109,343,1053,1109,2
1110,318,1054,1110,3
1111,177,1055,1111,1
1112,84,1056,1112,3
1113,244,1057,1113,1
1114,176,1058,1114,3
1115,58,1059,1115,3
1116,51,212,1116,3
1117,137,1060,1117,2
1118,344,1061,1118,1
1119,144,1062,1119,2
1120,179,1063,1120,1
1121,151,1064,1121,1
1122,134,1065,1122,3
1123,187,1066,1123,2
1124,33,1067,1124,2
1125,86,1068,1125,3
1126,213,1069,1126,2
1127,156,1070,1127,3
1128,99,1071,1128,3
1129,289,1072,1129,3
1130,6,1073,1130,3
1131,56,1074,1131,2
1132,212,80,1132,1
1133,15,1075,1133,2
1134,325,876,1134,2
1135,311,1076,1135,1
1136,12,1077,1136,1
1137,76,1078,1137,3
1138,130,1079,1138,1
1139,234,1080,1139,3
1140,183,1081,1140,1
1141,331,1082,1141,3
1142,118,297,1142,1
1143,195,1083,1143,1
1144,324,1084,1144,2
1145,102,1085,1145,3
1146,296,814,1146,2
1147,31,1086,1147,3
1148,23,1087,1148,3
1149,108,1088,1149,3
1150,11,1089,1150,1
1151,169,1090,1151,1
1152,67,1091,1152,3
1153,159,1092,1153,3
1154,325,1093,1154,2
1155,66,1094,1155,2
1156,317,1095,1156,1
1157,345,1096,1157,3
1158,54,1097,1158,2
1159,77,1098,1159,1
1160,189,1099,1160,1
1161,203,1100,1161,1
1162,49,73,1162,2
1163,252,1102,1163,3
1164,324,1103,1164,2
1165,85,1104,1165,2
1166,346,1105,1166,2
1167,47,317,1167,1
1168,123,1106,1168,2
1169,72,1107,1169,3
1170,266,519,1170,2
1171,100,1108,1171,1
1172,347,1109,1172,1
1173,74,1110,1173,3
1174,312,1111,1174,3
1175,233,1112,1175,1
1176,254,1113,1176,1
1177,242,1114,1177,1
1178,347,1115,1178,3
1179,152,1116,1179,1
1180,107,1117,1180,3
1181,177,1118,1181,3
1182,183,1119,1182,3
1183,5,224,1183,2
1184,148,1120,1184,3
1185,251,1121,1185,1
1186,41,1122,1186,3
1187,40,1123,1187,3
1188,102,1124,1188,2
1189,264,293,1189,2
1190,162,1125,1190,3
1191,149,1126,1191,2
1192,307,1127,1192,1
1193,75,1128,1193,2
1194,92,1129,1194,2
1195,26,1130,1195,1
1196,20,1131,1196,2
1197,45,1132,1197,3
1198,165,1133,1198,1
1199,235,1134,1199,3
1200,94,1135,1200,2
1201,52,1136,1201,2
1202,251,1137,1202,2
1203,314,1138,1203,1
1204,65,1139,1204,3
1205,140,1140,1205,3
1206,348,1141,1206,1
1207,111,1142,1207,2
1208,11,1143,1208,1
1209,241,1144,1209,2
1210,72,1145,1210,2
1211,279,1146,1211,2
1212,200,1147,1212,3
1213,213,1148,1213,2
1214,67,1149,1214,2
1215,288,1150,1215,2
1216,349,956,1216,1
1217,111,1151,1217,2
1218,234,1152,1218,2
1219,3,1153,1219,1
1220,129,1154,1220,2
1221,33,1155,1221,3
1222,154,1156,1222,2
1223,350,1157,1223,3
1224,274,1158,1224,2
1225,76,1159,1225,2
1226,325,73,1226,2
1227,207,1161,1227,3
1228,172,1162,1228,3
1229,184,1163,1229,3
1230,26,1164,1230,2
1231,75,1165,1231,3
1232,312,1166,1232,2
1233,333,1167,1233,2
1234,8,150,1234,1
1235,50,1168,1235,2
1236,217,1169,1236,2
1237,231,305,1237,3
1238,115,1170,1238,2
1239,98,1171,1239,1
1240,77,1172,1240,3
1241,240,1173,1241,1
1242,268,1174,1242,3
1243,52,1175,1243,3
1244,351,1176,1244,3
1245,205,1177,1245,1
1246,11,1178,1246,2
1247,274,1179,1247,1
1248,115,1180,1248,1
1249,30,1181,1249,1
1250,145,1182,1250,3
1251,152,1183,1251,1
1252,294,1184,1252,1
1253,284,1185,1253,1
1254,148,1186,1254,1
1255,26,1187,1255,1
1256,207,1188,1256,3
1257,270,1189,1257,2
1258,30,1190,1258,1
1259,73,1191,1259,1
1260,16,1192,1260,1
1261,233,1193,1261,1
1262,352,1194,1262,1
1263,177,1195,1263,3
1264,164,1196,1264,1
1265,82,1197,1265,2
1266,281,1198,1266,2
1267,157,1199,1267,3
1268,70,1200,1268,2
1269,310,1201,1269,1
1270,202,1202,1270,1
1271,47,107,1271,1
1272,273,1203,1272,1
1273,39,739,1273,2
1274,264,1204,1274,3
1275,88,1205,1275,1
1276,191,1206,1276,3
1277,56,1207,1277,3
1278,78,1208,1278,3
1279,267,705,1279,1
1280,16,1209,1280,1
1281,70,1210,1281,1
1282,134,620,1282,3
1283,216,1211,1283,3
1284,308,1212,1284,3
1285,167,1213,1285,1
1286,42,1214,1286,1
1287,77,1215,1287,1
1288,131,1216,1288,2
1289,184,1217,1289,3
1290,177,1218,1290,3
1291,180,1219,1291,1
1292,235,583,1292,3
1293,90,1220,1293,2
1294,92,1221,1294,1
1295,32,1222,1295,1
1296,243,1223,1296,1
1297,104,1224,1297,3
1298,194,1225,1298,2
1299,117,1226,1299,3
1300,326,1227,1300,2
1301,307,1228,1301,3
1302,345,1229,1302,1
1303,258,1230,1303,2
1304,323,1231,1304,2
1305,90,1232,1305,3
1306,348,1233,1306,3
1307,231,1234,1307,3
1308,353,1235,1308,3
